CNA	Gene	KEGG	Cosmic
chr17_140422_50680564	LOC101928418,SMCR2,VAMP2,FAM106A,KRTAP4-12,MIR4315-2,CNTNAP1,KRTAP2-2,RNF135,SLFN14,C17orf97,ERAL1,SLC4A1,TVP23C,KRT18P55,FLJ40194,HSD17B1,LOC100128006,ARRB2,LOC101928266,LOC101927018,MYL4,KRT16P2,SLC35G3,SLC52A1,CHRNE,UBE2G1,GP1BA,NUFIP2,MSL1,MRPL10,GJD3,MIR4724,RPL19,B9D1,HS3ST3A1,ALOX12-AS1,NOS2,MIR451A,KRTAP9-3,COPRS,CLUH,UBB,SLC6A4,ANKRD13B,MIR3183,KCNAB3,CRHR1-IT1-CRHR1,EPN2,TOP3A,C17orf50,MRPL45,GABARAP,TBC1D3H,PELP1,SSH2,WSCD1,LRRC37A4P,ALOX15P1,TMEM132E,CDRT7,KCNJ18,TUSC5,LINC00670,SERPINF1,ZFP3,OR1E1,RHOT1,DHRS11,EPN2-AS1,ITGA3,NXPH3,BRCA1,UNC45B,FGF11,STX8,FLJ36000,LOC102724009,PIK3R5,YBX2,MIR132,HIGD1B,ACACA,CRHR1-IT1,CCL4L2,SP6,ZMYND15,COL1A1,SNORD42B,CCL3L3,SH3GL1P2,USP32P2,MEOX1,MIR4734,LOC101559451,ALDOC,NT5M,TEKT1,MIR378J,MIR4522,KRTAP4-3,LOC100506388,CDK12,ALDH3A2,KRT39,TTLL6,PYY,DPRXP4,MIR6778,KRT28,RASL10B,KRT13,SLFN12,OR1D4,LOC105371430,DVL2,ABR,MTRNR2L1,LOC107133515,PAFAH1B1,MEIS3P1,EVI2A,MIR1253,LOC728392,GSG2,MINK1,RAP1GAP2,HDAC5,GRB7,MYO1C,YWHAE,SNORA21,RNASEK,KRTAP4-6,EIF1,TMEM98,KRT16P1,CCDC43,PNMT,KRTAP1-4,ZNF232,TEFM,GSDMA,SHBG,KRT26,KIAA0100,MIR6884,SCRN2,PIRT,DHRS7C,MIR193A,FZD2,PSMB6,LRRC75A,SLC25A35,MAP3K14,AIPL1,TMEM99,LRRC37A2,P2RX5-TAX1BP3,PSMD3,MIR10A,ZPBP2,C1QL1,TBC1D3P5,TIMM22,KIF18B,KRTAP3-2,COPZ2,LOC105371703,PTRF,PSMD11,ELAC2,TMEM92,MIR1269B,MIR6781,RUNDC3A-AS1,MIR4521,DHX33,LOC108783654,CHD3,ZZEF1,FNDC8,PIP4K2B,TLCD2,HOXB3,NME1-NME2,MIR6510,PLD6,EFTUD2,PSMC3IP,ARGFXP2,CACNB1,IKZF3,WNT3,CASC3,HES7,LSM12,KRT37,SPACA3,GIP,HOXB13,VPS25,CDC6,NUP88,SEZ6,SLC47A1,COX10,ORMDL3,TBC1D28,LINC00675,ALOX15,NBR1,RAPGEFL1,TBC1D3E,DHRS13,SNORD4A,CCL7,TMEM11,KRTAP17-1,SMCR5,KRTAP29-1,SPEM1,KRT222,OR1E2,MYH13,LOC79999,MRM3,MAPT,LOC105371789,MYH1,MYH2,TAC4,STAT5A,SMTNL2,OVCA2,EFNB3,CLDN7,LOC105371506,TOM1L2,MIR632,ABHD15,TEKT3,DLX4,FAM215A,KRT15,NLGN2,OR1G1,OR1D2,RTN4RL1,TNFSF12,RNASEK-C17orf49,C17orf53,KRT17,RARA-AS1,MIR144,LLGL1,NT5C3B,HILS1,HEXIM1,SRR,MIR5010,DNAJC7,MIR6780A,ACSF2,SEBOX,PIGL,AURKB,FLOT2,PTGES3L-AARSD1,FAM222B,PPP1R1B,TIAF1,TBX21,MAGOH2P,PITPNA,C17orf75,TP53I13,CRYBA1,HOXB5,AOC3,TOB1-AS1,KSR1,TTC25,TRPV2,CAMKK1,C17orf107,STAC2,C17orf100,STARD3,LOC101927727,HOXB8,KRT24,CHRNB1,LRRC37A8P,FLJ45513,KRTAP9-6,C1QBP,DLG4,KRT17P5,AKAP10,NGFR,SLC13A2,KLHL10,P2RX5,MED11,MAPT-AS1,MYCBPAP,LOC101927839,MIR6165,SNORD49A,MYH3,LINC02079,TBC1D3B,SNORD91A,SYNRG,MIR2117,FKBP10,LINC00974,CCL14,DUSP14,MIR6783,KCNH4,GPATCH8,CPD,MIR1288,LOC339260,TMEM256-PLSCR3,RNF112,ABCC3,ASPA,LOC105371485,CSF3,FBXL20,RHBDL3,SARM1,SPAG9,RCVRN,PTGES3L,CDRT15P2,PDK2,ETV4,STAT3,KRTAP1-5,ACADVL,LINC01976,MIR4727,XAF1,GID4,MYH10,TMEM220-AS1,LOC388436,KRT36,SPATA22,DDX52,TMUB2,LOC103021295,MPP2,CBX1,RAB11FIP4,NF1,MIR6129,EIF5A,MIR451B,GUCY2D,TBC1D3C,AA06,MIR8059,SAT2,LGALS9B,TBKBP1,KIAA0753,EFCAB5,RSAD1,KANSL1,VTN,LOC100131347,WNK4,LOC440434,INCA1,SLC35B1,CD300LG,KRTAP4-2,ATP1B2,CCL4,PRR15L,AP2B1,KDM6B,LINC00324,MYO18A,SOST,ACLY,CCDC144A,CYB5D2,MIR4726,USP43,GLOD4,MAPK7,LINC02075,TBC1D26,SPECC1,MIR4520-1,PCGF2,ANKRD40,LRRC3C,CCT6B,LOC105371824,CALCOCO2,GEMIN4,CCL4L1,MIR6776,AATF,METTL16,TMEM106A,PHF12,KRTAP4-8,MAP2K4,SPATA32,LYZL6,XYLT2,LOC102724596,WSB1,RPH3AL,OR3A1,SLC16A11,ASB16,C17orf105,DERL2,VAT1,TADA2A,SENP3,VPS53,MPDU1,NAGS,GAST,KRT33B,TBC1D3L,DHRS7B,ZNF18,KRT34,NATD1,KRT31,SNORD7,GGT6,SERPINF2,SOX15,GOSR1,PRAC2,KAT2A,SP2-AS1,RPL27,RUNDC1,LOC284009,MIR365B,CDRT15L2,LINC00672,LASP1,SLC25A39,ARHGAP23,ZBTB4,SENP3-EIF4A1,PPY2P,NOS2P3,CCL2,CRLF3,LOC284023,LOC101928475,SHMT1,GLTPD2,COASY,TBC1D3,STH,ABI3,CHAD,ASGR1,MIR6867,CORO6,KRTAP1-1,TRIM16,TNFSF13,KRBA2,MYOCD,MIR744,CWC25,CCL15-CCL14,ATP2A3,CCR7,CD68,GHDC,PROCA1,KRTAP16-1,TNFSF12-TNFSF13,MIR152,TRPV1,DNAH2,ZNF287,MIR4315-1,MIR6865,FMNL1,TBC1D3I,ACAP1,LHX1,TNFAIP1,MLX,CNTROB,ASB16-AS1,SLC35G6,SRCIN1,TBC1D3F,HOXB1,INPP5K,P3H4,MIR423,WDR81,MFSD6L,RPL26,MAP3K14-AS1,CDC27,BHLHA9,ASGR2,SNORD124,CCL11,PPY,MAPT-IT1,MIR4731,CCL23,KRT14,GIT1,CDRT4,LOC100996842,TTC19,MMP28,SMYD4,MIR195,KRT9,MFAP4,TMEM102,PFAS,ALOX12,ALOXE3,CCDC103,RARA,C17orf74,CDRT1,SPDYE4,SKAP1,NXN,ZNF385C,SOCS7,CRHR1,OR1D5,FOXO3B,CCL18,DRC3,EZH1,KRTAP1-3,GPR179,KRTAP4-5,SPAG5,PLD2,KRT27,FAM83G,LOC105371795,ALOX15B,SHISA6,NSF,LOC102723471,DUSP3,ITGA2B,FLCN,LYRM9,TVP23B,TMEM95,USP6,ELP5,HS3ST3B1,CTNS,MIR497,KRT42P,CNTD1,LINC02072,BLMH,AARSD1,NME2,NEUROD2,C17orf49,RNF167,LINC02001,RAI1,MRM1,LOC102724532,NPEPPS,EPN3,HIC1,SNORA59A,UTP18,MLLT6,TNK1,SNORD65,GRAPL,WIPF2,MAPK8IP1P2,ARL17B,KRTAP9-8,NAGLU,FAM57A,FAM117A,DHX8,NLK,FBXW10,HOXB4,SPOP,OR3A3,FXR2,KRTAP3-1,KRTAP4-11,EIF4A1,SPNS2,MYO15A,KRTAP2-1,ARL4D,SAMD14,SGCA,RPL29P2,TRAPPC1,MYO19,TBC1D3G,HOXB-AS1,SLC16A13,ERBB2,NAA38,ALDH3A1,MIR3185,ARHGEF15,MIR196A1,POLDIP2,MIR4733,LOC101927911,ZNF286A,MIR4523,OR1A1,OSBPL7,ANKFY1,CCDC144CP,TMIGD1,LINC01563,CCL8,ZNF624,ASIC2,KRTAP9-1,MIR548AT,TAX1BP3,CCL3L1,KRT20,KRT38,YWHAEP7,SNORD4B,CCDC144B,MED1,STAT5B,PRPF8,LRRC37B,RPAIN,NTN1,GSG1L2,RPA1,PLEKHM1,CA10,MIR1180,TRAF4,KRTAP4-4,ATXN7L3,KRT16,LINC01989,CCL16,LINC00483,MIR4314,EVI2B,SLC25A11,NEK8,KCTD11,BORCS6,TOP2A,DLX3,KCNJ12,LOC101927166,PGAP3,ALOX12P2,EPN2-IT1,FAM134C,SNX11,DNAH9,LGALS9,TCAP,TNS4,SCARNA21,NCOR1,KRTAP4-9,HEATR9,DBF4B,TUBG1,SP2,MBTD1,NFE2L1,SCIMP,LINC02087,SLC5A10,PIGS,SPATA20,TVP23C-CDRT4,PPP1R9B,SLC43A2,HOXB6,UTP6,GSDMB,SPNS3,COPS3,LINC01969,MIR2909,RABEP1,GAS2L2,TMEM97,KIF1C,SUZ12,CDK5R1,ARL5C,CCL1,FBXO47,RASD1,LGALS9C,GRN,SLC2A4,CDK5RAP3,MIR6777,SLFN13,LRRC59,C17orf98,LOC100288866,KRTAP2-3,RAB34,KRTAP3-3,LINC00910,VMO1,P2RX1,SDF2,SLC47A2,RAB5C,THRA1/BTR,FAM27E5,CCDC144NL,TBC1D3D,KRTAP9-2,THCAT158,MRPL27,ARHGAP44,RAD51L3-RFFL,MED9,KRT16P3,PYY2,C17orf102,ALOX12B,SLC46A1,MYHAS,POLR2A,ADORA2B,SPPL2C,NSRP1,RILP,LUC7L3,SH3GL1P1,ACBD4,SNF8,THRA,CAMTA2,GFAP,ENO3,EMC6,MIR22,IFI35,TMEM92-AS1,RPL23,WFIKKN2,MIR6864,KRTAP4-1,KRT19,MGC12916,MED31,HEXIM2,GOSR2,TUBG2,UBE2Z,AOC4P,ZSWIM7,NEURL4,CCR10,SLFN11,LOC107985033,SLC13A5,TNFRSF13B,MIR324,SGK494,GGNBP2,TMEM220,ADAP2,LINC00671,ZNF594,CCL5,TP53,SHPK,CENPV,MNT,ALKBH5,PLEKHH3,JUP,PRPSAP2,SMG6,MPP3,MYH8,LOC100128288,MIR1203,EME1,NBR2,MIR6883,NLRP1,GAS7,HNF1B,MED24,FOXN1,RAD51D,EPOP,ATP6V0A1,LOC100505782,CDRT8,PEMT,ADPRM,SNORD10,SPAG5-AS1,RANGRF,PLCD3,MIS12,CRK,CFAP52,ZNF830,MRPL45P2,HOXB9,MIR4725,NCBP3,PITPNM3,ZNF286B,MIR6779,KRTAP4-7,ULK2,GJC1,DCAKD,CYB5D1,MIR4728,SGSM2,CTDNEP1,OR1A2,LOC284080,TBC1D3K,KRTAP2-4,PITPNA-AS1,USP22,KRT25,ZNHIT3,TSR1,LRRC46,OR3A4P,GRAP,SNORA90,NMT1,TRPV3,KRT10,CCDC42,PER1,EFCAB13,RND2,UNC119,CNP,LOC105371814,LINC02071,CACNA1G-AS1,LINC02076,MYH4,CDRT15,KRTAP9-7,FAM106CP,PFN1,SUZ12P1,PRAC1,SLFN5,KRT35,LOC339166,ITGB3,SNORA59B,BCL6B,KRT33A,G6PC,SNORD91B,TLCD1,LOC105371592,CCL15,WRAP53,RPL23A,LOC100130950,C17orf78,KRTAP9-4,RFFL,PIGW,RAMP2-AS1,MIR6782,MIR497HG,CDRT15P1,KLHL11,RAMP2,TMEM107,PSMB3,LRRC37A11P,CCDC144NL-AS1,SUPT6H,RAI1-AS1,NSFP1,LOC101928000,LOC100287072,MIR22HG,TMEM199,ZNF207,MPRIP,NLE1,MIR6866,TAF15,BECN1,TBC1D29,SREBF1,SPAG7,LOC101929767,IGFBP4,UBTF,MIEF2,USP32P1,MEIOC,PHB,MIR3184,KPNB1,KRT12,ITGAE,PSME3,PMP22,PEX12,GNGT2,IFT20,PIK3R6,TRIM16L,RNF222,SNORA67,OR3A2,ARL17A,KRTAP9-9,PHOSPHO1,DHX58,WNT9B,MIR4732,MIR6784,CLEC10A,CCL3,LRRC37A,COA3,HOXB7,FBXO39,LIG3,MIR4723,ATAD5,ADAM11,HCRT,CXCL16,RFLNB,TMEM101,TMEM88,MYO1D,HAP1,MIEN1,TXNDC17,B4GALNT2,HOXB2,TAOK1,GLP2R,PLXDC1,MAP2K3,RUNDC3A,NME1,OMG,FLII,LINC01180,SNORD42A,ODF4,ATPAF2,SNORA48,GPS2,TM4SF5,G6PC3,PNPO,KAT7,MYBBP1A,KRT40,NDEL1,DBIL5P,CISD3,EVPLL,HSPB9,PIPOX,C17orf51,CTC1,SMARCE1,LRRC75A-AS1,ARHGAP27,NR1D1,TMEM256,MIR4520-2,UBBP4,NKIRAS2,SCO1,COX10-AS1,TOB1,CACNA1G,AOC2,FAM64A,LOC105371730,MIR212,IGF2BP1,ATP5G1,LINC00854,SCARF1,DRG2,FAM171A2,PHF23,KRT23,MIR33B,SNORD49B,PLSCR3,RPRML,FAM106B,RDM1,KRT32,SLFN12L,KANSL1-AS1,ZNF652,SMCR8,HOXB-AS3,CCL13,DPH1,MIR5089	Estrogen signaling pathway_KRT39/KRT28/KRT13/KRT26/KRT37/KRT15/KRT17/KRT24/KRT36/KRT33B/KRT34/KRT31/KRT14/KRT9/RARA/KRT27/KRT20/KRT38/KRT16/KRT19/KRT25/KRT10/KRT35/KRT33A/KRT12/KRT40/KRT23/KRT32,Chemokine signaling pathway_ARRB2/CCL4L2/CCL3L3/CCL7/CCL14/STAT3/CCL4/CCL4L1/CCL2/CCR7/CCL11/CCL23/CCL18/CCL8/CCL3L1/STAT5B/CCL16/CCL1/CCR10/CCL5/CRK/CCL15/GNGT2/CCL3/CXCL16/CCL13,Cytokine-cytokine receptor interaction_CCL4L2/CCL3L3/CCL7/TNFSF12/NGFR/CCL14/CSF3/CCL4/CCL4L1/CCL2/TNFSF13/CCR7/CCL11/CCL23/CCL18/CCL8/CCL3L1/CCL16/CCL1/CCR10/TNFRSF13B/CCL5/CCL15/CCL3/CXCL16/CCL13	BRCA1_TSG,COL1A1_oncogene,CDK12_TSG,ETV4_oncogene/fusion,STAT3_oncogene,NF1_TSG/fusion,MAP2K4_oncogene/TSG,RARA_oncogene,FLCN_TSG,ERBB2_oncogene/fusion,NCOR1_TSG,TP53_oncogene/TSG
chr17_52145198_52404473	NA	NA	NA
chr17_53450409_53815670	TMEM100,MMD	NA	NA
chr17_58726119_59189621	BCAS3,PPM1D	p53 signaling pathway_PPM1D	PPM1D_oncogene
chr17_61602299_61923145	MAP3K3,STRADA,DDX42,LIMD2,DCAF7,KCNH6,FTSJ3,CCDC47,SMARCD2,LOC729683,PSMC5,TACO1	NA	NA
chr17_68860959_70358609	LINC02003,SOX9,SOX9-AS1,LINC01152,LINC02095,LINC02097,CASC17,LOC102723517	cAMP signaling pathway_SOX9	NA
chr18_292539_405130	COLEC12	Phagosome_COLEC12	NA
chr18_656107_1624775	ENOSF1,TYMS,YES1,ADCYAP1,TYMSOS,LINC00470	One carbon pool by folate_TYMS,Antifolate resistance_TYMS,Fructose and mannose metabolism_ENOSF1	NA
chr18_3157640_4021700	DLGAP1-AS1,MYOM1,MYL12A,DLGAP1,DLGAP1-AS4,MIR6718,DLGAP1-AS2,MYL12B,TGIF1,DLGAP1-AS3,GAPLINC,LOC104968399	Leukocyte transendothelial migration_MYL12A/MYL12B,Platelet activation_MYL12A/MYL12B,Tight junction_MYL12A/MYL12B,Focal adhesion_MYL12A/MYL12B,Regulation of actin cytoskeleton_MYL12A/MYL12B	NA
chr18_4077588_25285137	AKAIN1,TAF4B,GNAL,LINC01882,C18orf8,MPPE1,MIR320C2,LINC01915,NAPG,LINC01387,HRH4,GATA6,AFG3L2,LDLRAD4,CHMP1B,MIR1-2,LINC01255,AQP4,PSMG2,LINC01444,LOC644669,PTPN2,VAPA,ARHGAP28,MIR4526,PIEZO2,TMEM241,DLGAP1-AS5,SNRPD1,DLGAP1,TTC39C,CYP4F35P,ANKRD20A5P,CIDEA,IMPACT,IMPA2,MIR5190,LINC00667,NDUFV2-AS1,TTC39C-AS1,EPB41L3,LAMA1,RIOK3,L3MBTL4,LOC101927168,MIR8057,LOC101927188,RAB31,L3MBTL4-AS1,LAMA3,MIR133A1,SEH1L,NDUFV2,ZNF521,PPP4R1,TWSG1,GREB1L,ZBTB14,ROCK1,SS18,LOC101927410,PPP4R1-AS1,LOC100192426,MIR4741,POTEC,CHST9,ANKRD30B,LINC01254,LINC01443,PCAT18,TUBB6,ANKRD62,MIR133A1HG,SPIRE1,CEP76,LRRC30,RBBP8,OSBPL1A,ESCO1,ABHD3,MC2R,ANKRD29,TXNDC2,MIR3156-2,TMEM200C,CEP192,MC5R,LOC105372038,AQP4-AS1,FAM210A,MIR4317,MTCL1,CXADRP3,APCDD1,ANKRD12,RAB12,PRELID3A,CABYR,GACAT2,LINC00668,PTPRM,MIR7153,MIR3976HG,RNMT,GATA6-AS1,CABLES1,LINC01543,PSMA8,MIR3976,CTAGE1,LDLRAD4-AS1,SLC35G4,LOC105371998,C18orf61,LOC101927571,LOC105372028,RALBP1,NPC1,MIB1,MIR6788,LINC00526,ZNF519,KCTD1,MIR320C1	NA	NA
chr18_25966750_27861621	NA	NA	NA
chr18_29323006_34622556	KLHL14,SLC25A52,ZSCAN30,MIR3929,ZNF397,LOC105372069,ZNF24,ZNF271P,MIR3975,RNF138,INO80C,MIR187,LOC101927809,FHOD3,ASXL3,GAREM1,NOL4,LOC105372071,TRAPPC8,TPGS2,RPRD1A,MOCOS,MAPRE2,ZNF396,KIAA1328,RNF125,WBP11P1,ELP2,GALNT1,CCDC178,MEP1B,DTNA,C18orf21,SLC39A6	Folate biosynthesis_MOCOS,Mucin type O-glycan biosynthesis_GALNT1,RIG-I-like receptor signaling pathway_RNF125,Protein digestion and absorption_MEP1B	NA
chr18_35280078_35480635	NA	NA	NA
chr19_36564539_37186817	TBCB,LOC100134317,LINC00665,ZFP14,ZNF529,LOC644189,POLR2I,ZNF382,WDR62,ZNF566,ZNF146,ZNF565,ZFP82,ZNF260,ZNF461,ZNF529-AS1,CAPNS1,LOC728752,COX7A1,ZNF567,OVOL3,LINC01534	Huntington's disease_POLR2I/COX7A1,RNA polymerase_POLR2I	NA
chr19_37443901_38976746	YIF1B,PPP1R14A,KCNK6,RYR1,CATSPERG,ZNF527,ZNF540,LINC01535,GGN,ZNF585B,ZNF568,PSMD8,ZFP30,SIPA1L3,ZNF781,LOC284412,SPRED3,ZNF571-AS1,ZNF571,ZNF793,WDR87,DPF1,ZNF573,C19orf33,FAM98C,ZNF585A,ZNF569,HKR1,RASGRP4,ZNF793-AS1,LOC644554,ZNF607,LOC100631378,ZNF570,SPINT2,ZNF420,ZNF383	NA	NA
chr19_43589739_45922981	ZNF225,CADM4,ZNF576,ZNF230,PHLDB3,NECTIN2,MIR8085,APOE,CEACAM20,APOC4,CEACAM22P,ZNF284,CLPTM1,CEACAM16,BCAM,PINLYP,ZNF227,LOC284344,PSG4,PPP1R37,ERCC1,EXOC3L2,ZNF221,PRG1,CD177,ZNF234,ZNF296,LYPD3,PSG5,BLOC1S3,KLC3,XRCC1,ZNF223,TRAPPC6A,ZNF45,PSG9,PPP1R13L,ZNF155,ZNF428,ZNF229,APOC1P1,ZNF283,IGSF23,LOC101928063,ZNF285,ZNF226,SRRM5,ETHE1,GEMIN7,LOC105372419,LOC100505715,APOC2,LYPD5,ZNF180,LOC100379224,IRGC,NKPD1,IRGQ,RELB,MARK4,ZNF575,CEACAM19,APOC4-APOC2,BCL3,TOMM40,ZNF222,ZNF404,MIR4531,ZNF112,ZNF233,CBLC,KCNN4,PLAUR,CKM,CLASRP,SMG9,TEX101,APOC1,ZNF235,ERCC2,CD3EAP,PVR,ZNF224	Cholesterol metabolism_APOE/APOC2/APOC1	BCL3_oncogene,CBLC_oncogene/TSG,ERCC2_TSG
chr19_51503646_57247017	MIR522,LILRA4,TMC4,KLK14,SMIM17,LILRB2,PRKCG,MIR515-2,SIGLEC17P,ZFP28,RDH13,ZSCAN5A,FPR3,ZNF582-AS1,ZNF347,CD33,SIGLEC8,MIR520C,SIGLEC9,MIR1283-2,CCDC106,ZNF702P,ZNF83,ZNF581,MIR526A1,LAIR2,DNAAF3,VN1R2,TMEM150B,KLK8,LAIR1,ZNF321P,MIR518A2,MIR517C,MIR520H,MIR525,LILRB4,SYT5,LIM2,KIR2DL4,ZNF175,MIR498,PPP6R1,ZNF534,ZNF665,ZNF836,NLRP5,CACNG7,ZNF331,ERVV-2,MIR521-2,TNNI3,MIR935,ISOC2,SIGLEC14,CEACAM18,VSIG10L,FAM71E2,ZNF320,MIR372,SPACA6,MIR520E,KIR3DL2,ZNF765,LILRA6,ZNF432,ZNF350,VN1R4,PTPRH,MIR517A,ZNF583,NKG7,LILRP2,MIR516A2,MIR527,NLRP13,ZNF667,GP6,EPS8L1,ZNF816-ZNF321P,TMEM238,TFPT,ZNF137P,ZNF649-AS1,LILRA2,KIR3DX1,ZNF649,LINC01530,BRSK1,MIR519D,MIR518B,MIR99B,NLRP7,MIR516B2,ZNF578,LENG9,MIRLET7E,SSC5D,LOC284379,ZNF614,LINC01872,ZNF524,FCAR,ZNF468,LOC100129083,LINC01864,ZNF818P,ZNF542P,KIR3DL1,LENG8,LOC101928517,KLK12,ZNF677,ZNF480,PPP1R12C,ZNF787,MIR6803,MIR519A2,ZNF444,MIR1323,DPRX,MIR371B,NLRP9,EPN1,MIR6805,KLK9,KMT5C,KIR2DL1,ZNF813,LILRA5,MIR125A,TPM3P9,ZNF611,SIGLEC6,ZNF761,MIR520F,MIR518D,ERVV-1,MIR8074,MIR643,MIR512-1,FAM90A27P,FPR1,TMEM86B,MIR517B,ZNF577,ZNF610,KIR2DS4,MIR526A2,RFPL4AL1,ZNF701,ZNF835,MIR518A1,MIR524,OSCAR,U2AF2,ZNF528,ZNF580,UBE2S,MIR516A1,ZNF582,MIR6804,LILRB1,MIR523,KIR2DL3,LILRB3,MIR518F,KLK13,ZSCAN5B,ZNF808,CACNG8,SBK3,NLRP2,GALP,PRPF31,ZNF766,TMEM190,MIR526B,ZNF841,PPP2R1A,RPL28,ZNF71,ZNF880,ZNF784,NCR1,HSPBP1,NLRP11,SIGLEC12,ZNF865,CDC42EP5,LILRA1,IGLON5,ZNF528-AS1,C19orf84,ZNF616,MIR519B,ZNF415,TSEN34,BIRC8,SIGLEC10,ZNF160,MIR7975,MIR6801,COX6B2,MIR520B,NLRP4,LILRB5,MIR516B1,NLRP8,TTYH1,ZNF470,MIR518C,MIR1283-1,LENG1,MIR373,ZNF628,FIZ1,ZNF525,CTU1,SIGLEC5,ZNF615,KLK10,RFPL4A,NDUFA3,ZNF667-AS1,LOC101928804,FPR2,ETFB,LILRA3,ZNF888,SHISA7,ZNF28,SPACA6P-AS,KIR3DL3,MIR371A,ZNF613,MIR520D,CLDND2,MBOAT7,IL11,NLRP12,MIR520G,MIR519C,CNOT3,SBK2,ZNF579,CACNG6,ZNF350-AS1,SIGLEC7,KLK11,MIR518E,MIR512-2,HAS1,ZNF845,LENG8-AS1,MIR520A,RPS9,MIR8061,ZNF816,ZNF600,TARM1,SIGLECL1,MIR519E,MIR6802,MIR519A1,ZNF471,TNNT1,VSTM1,MYADM,MIR515-1,MIR521-1,MIR4752,NAT14	Osteoclast differentiation_LILRA4/LILRB2/LILRB4/LILRA6/LILRA2/LILRA5/OSCAR/LILRB1/LILRB3/LILRA1/LILRB5/LILRA3,Antigen processing and presentation_KIR2DL4/KIR3DL2/KIR3DL1/KIR2DL1/KIR2DS4/KIR2DL3/KIR3DL3,Natural killer cell mediated cytotoxicity_PRKCG/KIR2DL4/KIR3DL2/KIR3DL1/KIR2DL1/KIR2DS4/KIR2DL3/NCR1,MicroRNAs in cancer_PRKCG/MIR520C/MIR520H/MIR520E/MIRLET7E/MIR125A/MIR520B/MIR373/MIR520G/MIR520A,Graft-versus-host disease_KIR3DL2/KIR3DL1/KIR2DL1/KIR2DL3,Cardiac muscle contraction_CACNG7/TNNI3/CACNG8/COX6B2/CACNG6,Staphylococcus aureus infection_FPR3/FCAR/FPR1/FPR2	CNOT3_TSG
